27.8,0.84957
27.9,0.84984
28,0.85011
28.1,0.85037
28.2,0.85063
28.3,0.85089
28.4,0.85115
28.5,0.85141
28.6,0.85167
28.7,0.85192
28.8,0.85218
28.9,0.85243
29,0.85268
29.1,0.85293
29.2,0.85318
29.3,0.85343
29.4,0.85368
29.5,0.85392
29.6,0.85417
29.7,0.85441
29.8,0.85465
29.9,0.85489
30,0.85513
30.1,0.85537
30.2,0.85561
30.3,0.85584
30.4,0.85608
30.5,0.85631
30.6,0.85654
30.7,0.85678
30.8,0.85701
30.9,0.85723
31,0.85746
31.1,0.85769
31.2,0.85792
31.3,0.85814
31.4,0.85836
31.5,0.85859
31.6,0.85881
31.7,0.85903
31.8,0.85925
31.9,0.85947
32,0.85968
32.1,0.8599
32.2,0.86012
32.3,0.86033
32.4,0.86054
32.5,0.86076
32.6,0.86097
32.7,0.86118
32.8,0.86139
32.9,0.8616
33,0.8618
33.1,0.86201
33.2,0.86222
33.3,0.86242
33.4,0.86263
33.5,0.86283
33.6,0.86303
33.7,0.86323
33.8,0.86343
33.9,0.86363
34,0.86383
34.1,0.86403
34.2,0.86423
34.3,0.86442
34.4,0.86462
34.5,0.86481
34.6,0.86501
34.7,0.8652
34.8,0.86539
34.9,0.86558
35,0.86577
35.1,0.86596
35.2,0.86615
35.3,0.86634
35.4,0.86653
35.5,0.86671
35.6,0.8669
35.7,0.86708
35.8,0.86727
35.9,0.86745
36,0.86763
36.1,0.86781
36.2,0.868
36.3,0.86818
36.4,0.86835
36.5,0.86853
36.6,0.86871
36.7,0.86889
36.8,0.86907
36.9,0.86924
37,0.86942
37.1,0.86959
37.2,0.86977
37.3,0.86994
37.4,0.87011
37.5,0.87028
37.6,0.87045
37.7,0.87062
37.8,0.87079
37.9,0.87096
38,0.87113
38.1,0.8713
38.2,0.87147
38.3,0.87163
38.4,0.8718
38.5,0.87196
38.6,0.87213
38.7,0.87229
38.8,0.87246
38.9,0.87262
39,0.87278
39.1,0.87294
39.2,0.8731
39.3,0.87326
39.4,0.87342
39.5,0.87358
39.6,0.87374
39.7,0.8739
39.8,0.87405
39.9,0.87421
40,0.87437
40.1,0.87452
40.2,0.87468
40.3,0.87483
40.4,0.87499
40.5,0.87514
40.6,0.87529
40.7,0.87544
40.8,0.87559
40.9,0.87575
41,0.8759
41.1,0.87605
41.2,0.8762
41.3,0.87634
41.4,0.87649
41.5,0.87664
41.6,0.87679
41.7,0.87693
41.8,0.87708
41.9,0.87723
42,0.87737
42.1,0.87752
42.2,0.87766
42.3,0.8778
42.4,0.87795
42.5,0.87809
42.6,0.87823
42.7,0.87837
42.8,0.87851
42.9,0.87865
43,0.87879
43.1,0.87893
43.2,0.87907
43.3,0.87921
43.4,0.87935
43.5,0.87949
43.6,0.87962
43.7,0.87976
43.8,0.8799
43.9,0.88003
44,0.88017
44.1,0.8803
44.2,0.88044
44.3,0.88057
44.4,0.88071
44.5,0.88084
44.6,0.88097
44.7,0.8811
44.8,0.88124
44.9,0.88137
45,0.8815
45.1,0.88163
45.2,0.88176
45.3,0.88189
45.4,0.88202
45.5,0.88215
45.6,0.88227
45.7,0.8824
45.8,0.88253
45.9,0.88266
46,0.88278
46.1,0.88291
46.2,0.88304
46.3,0.88316
46.4,0.88329
46.5,0.88341
46.6,0.88353
46.7,0.88366
46.8,0.88378
46.9,0.88391
47,0.88403
47.1,0.88415
47.2,0.88427
47.3,0.88439
47.4,0.88451
47.5,0.88464
47.6,0.88476
47.7,0.88488
47.8,0.885
47.9,0.88512
48,0.88523
48.1,0.88535
48.2,0.88547
48.3,0.88559
48.4,0.88571
48.5,0.88582
48.6,0.88594
48.7,0.88606
48.8,0.88617
48.9,0.88629
49,0.8864
49.1,0.88652
49.2,0.88663
49.3,0.88675
49.4,0.88686
49.5,0.88697
49.6,0.88709
49.7,0.8872
49.8,0.88731
49.9,0.88743
50,0.88754
50.1,0.88765
50.2,0.88776
50.3,0.88787
50.4,0.88798
50.5,0.88809
50.6,0.8882
50.7,0.88831
50.8,0.88842
50.9,0.88853
51,0.88864
51.1,0.88875
51.2,0.88885
51.3,0.88896
51.4,0.88907
51.5,0.88918
51.6,0.88928
51.7,0.88939
51.8,0.8895
51.9,0.8896
52,0.88971
52.1,0.88981
52.2,0.88992
52.3,0.89002
52.4,0.89013
52.5,0.89023
52.6,0.89033
52.7,0.89044
52.8,0.89054
52.9,0.89064
53,0.89075
53.1,0.89085
53.2,0.89095
53.3,0.89105
53.4,0.89115
53.5,0.89125
53.6,0.89136
53.7,0.89146
53.8,0.89156
53.9,0.89166
54,0.89176
54.1,0.89186
54.2,0.89195
54.3,0.89205
54.4,0.89215
54.5,0.89225
54.6,0.89235
54.7,0.89245
54.8,0.89254
54.9,0.89264
55,0.89274
55.1,0.89284
55.2,0.89293
55.3,0.89303
55.4,0.89312
55.5,0.89322
55.6,0.89332
55.7,0.89341
55.8,0.89351
55.9,0.8936
56,0.89369
56.1,0.89379
56.2,0.89388
56.3,0.89398
56.4,0.89407
56.5,0.89416
56.6,0.89426
56.7,0.89435
56.8,0.89444
56.9,0.89453
57,0.89463
57.1,0.89472
57.2,0.89481
57.3,0.8949
57.4,0.89499
57.5,0.89508
57.6,0.89517
57.7,0.89526
57.8,0.89535
57.9,0.89544
58,0.89553
58.1,0.89562
58.2,0.89571
58.3,0.8958
58.4,0.89589
58.5,0.89598
58.6,0.89607
58.7,0.89615
58.8,0.89624
58.9,0.89633
59,0.89642
59.1,0.8965
59.2,0.89659
59.3,0.89668
59.4,0.89676
59.5,0.89685
59.6,0.89694
59.7,0.89702
59.8,0.89711
59.9,0.89719
60,0.89728
60.1,0.89736
60.2,0.89745
60.3,0.89753
60.4,0.89762
60.5,0.8977
60.6,0.89779
60.7,0.89787
60.8,0.89795
60.9,0.89804
61,0.89812
61.1,0.8982
61.2,0.89829
61.3,0.89837
61.4,0.89845
61.5,0.89853
61.6,0.89861
61.7,0.8987
61.8,0.89878
61.9,0.89886
62,0.89894
62.1,0.89902
62.2,0.8991
62.3,0.89918
62.4,0.89926
62.5,0.89934
62.6,0.89942
62.7,0.8995
62.8,0.89958
62.9,0.89966
63,0.89974
63.1,0.89982
63.2,0.8999
63.3,0.89998
63.4,0.90006
63.5,0.90013
63.6,0.90021
63.7,0.90029
63.8,0.90037
63.9,0.90045
64,0.90052
64.1,0.9006
64.2,0.90068
64.3,0.90075
64.4,0.90083
64.5,0.90091
64.6,0.90098
64.7,0.90106
64.8,0.90114
64.9,0.90121
65,0.90129
65.1,0.90136
65.2,0.90144
65.3,0.90151
65.4,0.90159
65.5,0.90166
65.6,0.90174
65.7,0.90181
65.8,0.90189
65.9,0.90196
66,0.90203
66.1,0.90211
66.2,0.90218
66.3,0.90226
66.4,0.90233
66.5,0.9024
66.6,0.90247
66.7,0.90255
66.8,0.90262
66.9,0.90269
67,0.90276
67.1,0.90284
67.2,0.90291
67.3,0.90298
67.4,0.90305
67.5,0.90312
67.6,0.9032
67.7,0.90327
67.8,0.90334
67.9,0.90341
68,0.90348
68.1,0.90355
68.2,0.90362
68.3,0.90369
68.4,0.90376
68.5,0.90383
68.6,0.9039
68.7,0.90397
68.8,0.90404
68.9,0.90411
69,0.90418
69.1,0.90425
69.2,0.90432
69.3,0.90438
69.4,0.90445
69.5,0.90452
69.6,0.90459
69.7,0.90466
69.8,0.90473
69.9,0.90479
70,0.90486
70.1,0.90493
70.2,0.905
70.3,0.90506
70.4,0.90513
70.5,0.9052
70.6,0.90526
70.7,0.90533
70.8,0.9054
70.9,0.90546
71,0.90553
71.1,0.9056
71.2,0.90566
71.3,0.90573
71.4,0.90579
71.5,0.90586
71.6,0.90593
71.7,0.90599
71.8,0.90606
71.9,0.90612
72,0.90619
72.1,0.90625
72.2,0.90632
72.3,0.90638
72.4,0.90644
72.5,0.90651
72.6,0.90657
72.7,0.90664
72.8,0.9067
72.9,0.90676
73,0.90683
73.1,0.90689
73.2,0.90695
73.3,0.90702
73.4,0.90708
73.5,0.90714
73.6,0.90721
73.7,0.90727
73.8,0.90733
73.9,0.90739
74,0.90746
74.1,0.90752
74.2,0.90758
74.3,0.90764
74.4,0.9077
74.5,0.90777
74.6,0.90783
74.7,0.90789
74.8,0.90795
74.9,0.90801
75,0.90807
75.1,0.90813
75.2,0.90819
75.3,0.90826
75.4,0.90832
75.5,0.90838
75.6,0.90844
75.7,0.9085
75.8,0.90856
75.9,0.90862
76,0.90868
76.1,0.90874
76.2,0.9088
76.3,0.90886
76.4,0.90892
76.5,0.90897
76.6,0.90903
76.7,0.90909
76.8,0.90915
76.9,0.90921
77,0.90927
77.1,0.90933
77.2,0.90939
77.3,0.90944
77.4,0.9095
77.5,0.90956
77.6,0.90962
77.7,0.90968
77.8,0.90973
77.9,0.90979
78,0.90985
78.1,0.90991
78.2,0.90996
78.3,0.91002
78.4,0.91008
78.5,0.91014
78.6,0.91019
78.7,0.91025
78.8,0.91031
78.9,0.91036
79,0.91042
79.1,0.91048
79.2,0.91053
79.3,0.91059
79.4,0.91064
79.5,0.9107
79.6,0.91076
79.7,0.91081
79.8,0.91087
79.9,0.91092
80,0.91098
80.1,0.91103
80.2,0.91109
80.3,0.91115
80.4,0.9112
80.5,0.91126
80.6,0.91131
80.7,0.91136
80.8,0.91142
80.9,0.91147
81,0.91153
81.1,0.91158
81.2,0.91164
81.3,0.91169
81.4,0.91174
81.5,0.9118
81.6,0.91185
81.7,0.91191
81.8,0.91196
81.9,0.91201
82,0.91207
82.1,0.91212
82.2,0.91217
82.3,0.91223
82.4,0.91228
82.5,0.91233
82.6,0.91239
82.7,0.91244
82.8,0.91249
82.9,0.91254
83,0.9126
83.1,0.91265
83.2,0.9127
83.3,0.91275
83.4,0.91281
83.5,0.91286
83.6,0.91291
83.7,0.91296
83.8,0.91301
83.9,0.91306
84,0.91312
84.1,0.91317
84.2,0.91322
84.3,0.91327
84.4,0.91332
84.5,0.91337
84.6,0.91342
84.7,0.91347
84.8,0.91353
84.9,0.91358
85,0.91363
85.1,0.91368
85.2,0.91373
85.3,0.91378
85.4,0.91383
85.5,0.91388
85.6,0.91393
85.7,0.91398
85.8,0.91403
85.9,0.91408
86,0.91413
86.1,0.91418
86.2,0.91423
86.3,0.91428
86.4,0.91433
86.5,0.91438
86.6,0.91443
86.7,0.91447
86.8,0.91452
86.9,0.91457
87,0.91462
87.1,0.91467
87.2,0.91472
87.3,0.91477
87.4,0.91482
87.5,0.91486
87.6,0.91491
87.7,0.91496
87.8,0.91501
87.9,0.91506
88,0.91511
88.1,0.91515
88.2,0.9152
88.3,0.91525
88.4,0.9153
88.5,0.91535
88.6,0.91539
88.7,0.91544
88.8,0.91549
88.9,0.91554
89,0.91558
89.1,0.91563
89.2,0.91568
89.3,0.91572
89.4,0.91577
89.5,0.91582
89.6,0.91586
89.7,0.91591
89.8,0.91596
89.9,0.916
90,0.91605
90.1,0.9161
90.2,0.91614
90.3,0.91619
90.4,0.91624
90.5,0.91628
90.6,0.91633
90.7,0.91637
90.8,0.91642
90.9,0.91647
91,0.91651
91.1,0.91656
91.2,0.9166
91.3,0.91665
91.4,0.91669
91.5,0.91674
91.6,0.91678
91.7,0.91683
91.8,0.91688
91.9,0.91692
92,0.91697
92.1,0.91701
92.2,0.91706
92.3,0.9171
92.4,0.91714
92.5,0.91719
92.6,0.91723
92.7,0.91728
92.8,0.91732
92.9,0.91737
93,0.91741
93.1,0.91746
93.2,0.9175
93.3,0.91754
93.4,0.91759
93.5,0.91763
93.6,0.91768
93.7,0.91772
93.8,0.91776
93.9,0.91781
94,0.91785
94.1,0.91789
94.2,0.91794
94.3,0.91798
94.4,0.91802
94.5,0.91807
94.6,0.91811
94.7,0.91815
94.8,0.9182
94.9,0.91824
95,0.91828
95.1,0.91832
95.2,0.91837
95.3,0.91841
95.4,0.91845
95.5,0.9185
95.6,0.91854
95.7,0.91858
95.8,0.91862
95.9,0.91867
96,0.91871
96.1,0.91875
96.2,0.91879
96.3,0.91883
96.4,0.91888
96.5,0.91892
96.6,0.91896
96.7,0.919
96.8,0.91904
96.9,0.91908
97,0.91913
97.1,0.91917
97.2,0.91921
97.3,0.91925
97.4,0.91929
97.5,0.91933
97.6,0.91937
97.7,0.91942
97.8,0.91946
97.9,0.9195
98,0.91954
98.1,0.91958
98.2,0.91962
98.3,0.91966
98.4,0.9197
98.5,0.91974
98.6,0.91978
98.7,0.91982
98.8,0.91986
98.9,0.9199
99,0.91994
99.1,0.91998
99.2,0.92002
99.3,0.92006
99.4,0.92011
99.5,0.92015
99.6,0.92019
99.7,0.92022
99.8,0.92026
99.9,0.9203
100,0.92034
100.1,0.92038
100.2,0.92042
100.3,0.92046
100.4,0.9205
100.5,0.92054
100.6,0.92058
100.7,0.92062
100.8,0.92066
100.9,0.9207
101,0.92074
101.1,0.92078
101.2,0.92082
101.3,0.92086
101.4,0.92089
101.5,0.92093
101.6,0.92097
101.7,0.92101
101.8,0.92105
101.9,0.92109
102,0.92113
102.1,0.92117
102.2,0.9212
102.3,0.92124
102.4,0.92128
102.5,0.92132
102.6,0.92136
102.7,0.92139
102.8,0.92143
102.9,0.92147
103,0.92151
103.1,0.92155
103.2,0.92158
103.3,0.92162
103.4,0.92166
103.5,0.9217
103.6,0.92174
103.7,0.92177
103.8,0.92181
103.9,0.92185
104,0.92189
104.1,0.92192
104.2,0.92196
104.3,0.922
104.4,0.92204
104.5,0.92207
104.6,0.92211
104.7,0.92215
104.8,0.92218
104.9,0.92222
105,0.92226
105.1,0.92229
105.2,0.92233
105.3,0.92237
105.4,0.92241
105.5,0.92244
105.6,0.92248
105.7,0.92251
105.8,0.92255
105.9,0.92259
106,0.92262
106.1,0.92266
106.2,0.9227
106.3,0.92273
106.4,0.92277
106.5,0.92281
106.6,0.92284
106.7,0.92288
106.8,0.92291
106.9,0.92295
107,0.92299
107.1,0.92302
107.2,0.92306
107.3,0.92309
107.4,0.92313
107.5,0.92316
107.6,0.9232
107.7,0.92324
107.8,0.92327
107.9,0.92331
108,0.92334
108.1,0.92338
108.2,0.92341
108.3,0.92345
108.4,0.92348
108.5,0.92352
108.6,0.92355
108.7,0.92359
108.8,0.92362
108.9,0.92366
109,0.92369
109.1,0.92373
109.2,0.92376
109.3,0.9238
109.4,0.92383
109.5,0.92387
109.6,0.9239
109.7,0.92394
109.8,0.92397
109.9,0.92401
110,0.92404
110.1,0.92407
110.2,0.92411
110.3,0.92414
110.4,0.92418
110.5,0.92421
110.6,0.92425
110.7,0.92428
110.8,0.92431
110.9,0.92435
111,0.92438
111.1,0.92442
111.2,0.92445
111.3,0.92448
111.4,0.92452
111.5,0.92455
111.6,0.92458
111.7,0.92462
111.8,0.92465
111.9,0.92469
112,0.92472
112.1,0.92475
112.2,0.92479
112.3,0.92482
112.4,0.92485
112.5,0.92489
112.6,0.92492
112.7,0.92495
112.8,0.92499
112.9,0.92502
113,0.92505
113.1,0.92508
113.2,0.92512
113.3,0.92515
113.4,0.92518
113.5,0.92522
113.6,0.92525
113.7,0.92528
113.8,0.92532
113.9,0.92535
114,0.92538
114.1,0.92541
114.2,0.92545
114.3,0.92548
114.4,0.92551
114.5,0.92554
114.6,0.92558
114.7,0.92561
114.8,0.92564
114.9,0.92567
115,0.9257
115.1,0.92574
115.2,0.92577
115.3,0.9258
115.4,0.92583
115.5,0.92587
115.6,0.9259
115.7,0.92593
115.8,0.92596
115.9,0.92599
116,0.92602
116.1,0.92606
116.2,0.92609
116.3,0.92612
116.4,0.92615
116.5,0.92618
116.6,0.92621
116.7,0.92625
116.8,0.92628
116.9,0.92631
117,0.92634
117.1,0.92637
117.2,0.9264
117.3,0.92643
117.4,0.92647
117.5,0.9265
117.6,0.92653
117.7,0.92656
117.8,0.92659
117.9,0.92662
118,0.92665
118.1,0.92668
118.2,0.92671
118.3,0.92675
118.4,0.92678
118.5,0.92681
118.6,0.92684
118.7,0.92687
118.8,0.9269
118.9,0.92693
119,0.92696
119.1,0.92699
119.2,0.92702
119.3,0.92705
119.4,0.92708
119.5,0.92711
119.6,0.92714
119.7,0.92717
119.8,0.9272
119.9,0.92723
120,0.92726
120.1,0.92729
120.2,0.92732
120.3,0.92735
120.4,0.92739
120.5,0.92742
120.6,0.92745
120.7,0.92748
120.8,0.92751
120.9,0.92753
121,0.92756
121.1,0.92759
121.2,0.92762
121.3,0.92765
121.4,0.92768
121.5,0.92771
121.6,0.92774
121.7,0.92777
121.8,0.9278
121.9,0.92783
122,0.92786
122.1,0.92789
122.2,0.92792
122.3,0.92795
122.4,0.92798
122.5,0.92801
122.6,0.92804
122.7,0.92807
122.8,0.9281
122.9,0.92813
123,0.92815
123.1,0.92818
123.2,0.92821
123.3,0.92824
123.4,0.92827
123.5,0.9283
123.6,0.92833
123.7,0.92836
123.8,0.92839
123.9,0.92842
124,0.92844
124.1,0.92847
124.2,0.9285
124.3,0.92853
124.4,0.92856
124.5,0.92859
124.6,0.92862
124.7,0.92864
124.8,0.92867
124.9,0.9287
125,0.92873
125.1,0.92876
125.2,0.92879
125.3,0.92882
125.4,0.92884
125.5,0.92887
125.6,0.9289
125.7,0.92893
125.8,0.92896
125.9,0.92898
126,0.92901
126.1,0.92904
126.2,0.92907
126.3,0.9291
126.4,0.92912
126.5,0.92915
126.6,0.92918
126.7,0.92921
126.8,0.92924
126.9,0.92926
127,0.92929
127.1,0.92932
127.2,0.92935
127.3,0.92938
127.4,0.9294
127.5,0.92943
127.6,0.92946
127.7,0.92949
127.8,0.92951
127.9,0.92954
128,0.92957
128.1,0.9296
128.2,0.92962
128.3,0.92965
128.4,0.92968
128.5,0.9297
128.6,0.92973
128.7,0.92976
128.8,0.92979
128.9,0.92981
129,0.92984
129.1,0.92987
129.2,0.9299
129.3,0.92992
129.4,0.92995
129.5,0.92998
129.6,0.93
129.7,0.93003
129.8,0.93006
129.9,0.93008
130,0.93011
130.1,0.93014
130.2,0.93016
130.3,0.93019
130.4,0.93022
130.5,0.93024
130.6,0.93027
130.7,0.9303
130.8,0.93032
130.9,0.93035
131,0.93038
131.1,0.9304
131.2,0.93043
131.3,0.93046
131.4,0.93048
131.5,0.93051
131.6,0.93054
131.7,0.93056
131.8,0.93059
131.9,0.93061
132,0.93064
132.1,0.93067
132.2,0.93069
132.3,0.93072
132.4,0.93075
132.5,0.93077
132.6,0.9308
132.7,0.93082
132.8,0.93085
132.9,0.93088
133,0.9309
133.1,0.93093
133.2,0.93095
133.3,0.93098
133.4,0.931
133.5,0.93103
133.6,0.93106
133.7,0.93108
133.8,0.93111
133.9,0.93113
134,0.93116
134.1,0.93118
134.2,0.93121
134.3,0.93124
134.4,0.93126
134.5,0.93129
134.6,0.93131
134.7,0.93134
134.8,0.93136
134.9,0.93139
135,0.93141
135.1,0.93144
135.2,0.93146
135.3,0.93149
135.4,0.93151
135.5,0.93154
135.6,0.93157
135.7,0.93159
135.8,0.93162
135.9,0.93164
136,0.93167
136.1,0.93169
136.2,0.93172
136.3,0.93174
136.4,0.93177
136.5,0.93179
136.6,0.93182
136.7,0.93184
136.8,0.93187
136.9,0.93189
137,0.93191
137.1,0.93194
137.2,0.93196
137.3,0.93199
137.4,0.93201
137.5,0.93204
137.6,0.93206
137.7,0.93209
137.8,0.93211
137.9,0.93214
138,0.93216
138.1,0.93219
138.2,0.93221
138.3,0.93223
138.4,0.93226
138.5,0.93228
138.6,0.93231
138.7,0.93233
138.8,0.93236
138.9,0.93238
139,0.93241
139.1,0.93243
139.2,0.93245
139.3,0.93248
139.4,0.9325
139.5,0.93253
139.6,0.93255
139.7,0.93257
139.8,0.9326
139.9,0.93262
140,0.93265
140.1,0.93267
140.2,0.93269
140.3,0.93272
140.4,0.93274
140.5,0.93277
140.6,0.93279
140.7,0.93281
140.8,0.93284
140.9,0.93286
141,0.93289
141.1,0.93291
141.2,0.93293
141.3,0.93296
141.4,0.93298
141.5,0.933
141.6,0.93303
141.7,0.93305
141.8,0.93307
141.9,0.9331
142,0.93312
142.1,0.93315
142.2,0.93317
142.3,0.93319
142.4,0.93322
142.5,0.93324
142.6,0.93326
142.7,0.93329
142.8,0.93331
142.9,0.93333
143,0.93336
143.1,0.93338
143.2,0.9334
143.3,0.93342
143.4,0.93345
143.5,0.93347
143.6,0.93349
143.7,0.93352
143.8,0.93354
143.9,0.93356
144,0.93359
144.1,0.93361
144.2,0.93363
144.3,0.93366
144.4,0.93368
144.5,0.9337
144.6,0.93372
144.7,0.93375
144.8,0.93377
144.9,0.93379
145,0.93382
145.1,0.93384
145.2,0.93386
145.3,0.93388
145.4,0.93391
145.5,0.93393
145.6,0.93395
145.7,0.93397
145.8,0.934
145.9,0.93402
146,0.93404
146.1,0.93406
146.2,0.93409
146.3,0.93411
146.4,0.93413
146.5,0.93415
146.6,0.93418
146.7,0.9342
146.8,0.93422
146.9,0.93424
147,0.93427
147.1,0.93429
147.2,0.93431
147.3,0.93433
147.4,0.93436
147.5,0.93438
147.6,0.9344
147.7,0.93442
147.8,0.93444
147.9,0.93447
148,0.93449
148.1,0.93451
148.2,0.93453
148.3,0.93455
148.4,0.93458
148.5,0.9346
148.6,0.93462
148.7,0.93464
148.8,0.93466
148.9,0.93469
149,0.93471
149.1,0.93473
149.2,0.93475
149.3,0.93477
149.4,0.9348
149.5,0.93482
149.6,0.93484
149.7,0.93486
149.8,0.93488
149.9,0.9349
150,0.93493
150.1,0.93495
150.2,0.93497
150.3,0.93499
150.4,0.93501
150.5,0.93503
150.6,0.93505
150.7,0.93508
150.8,0.9351
150.9,0.93512
151,0.93514
151.1,0.93516
151.2,0.93518
151.3,0.9352
151.4,0.93523
151.5,0.93525
151.6,0.93527
151.7,0.93529
151.8,0.93531
151.9,0.93533
152,0.93535
152.1,0.93538
152.2,0.9354
152.3,0.93542
152.4,0.93544
152.5,0.93546
152.6,0.93548
152.7,0.9355
152.8,0.93552
152.9,0.93554
153,0.93557
153.1,0.93559
153.2,0.93561
153.3,0.93563
153.4,0.93565
153.5,0.93567
153.6,0.93569
153.7,0.93571
153.8,0.93573
153.9,0.93575
154,0.93577
154.1,0.93579
154.2,0.93582
154.3,0.93584
154.4,0.93586
154.5,0.93588
154.6,0.9359
154.7,0.93592
154.8,0.93594
154.9,0.93596
155,0.93598
155.1,0.936
155.2,0.93602
155.3,0.93604
155.4,0.93606
155.5,0.93608
155.6,0.9361
155.7,0.93612
155.8,0.93615
155.9,0.93617
156,0.93619
156.1,0.93621
156.2,0.93623
156.3,0.93625
156.4,0.93627
156.5,0.93629
156.6,0.93631
156.7,0.93633
156.8,0.93635
156.9,0.93637
157,0.93639
157.1,0.93641
157.2,0.93643
157.3,0.93645
157.4,0.93647
157.5,0.93649
157.6,0.93651
157.7,0.93653
157.8,0.93655
157.9,0.93657
158,0.93659
158.1,0.93661
158.2,0.93663
158.3,0.93665
158.4,0.93667
158.5,0.93669
158.6,0.93671
158.7,0.93673
158.8,0.93675
158.9,0.93677
159,0.93679
159.1,0.93681
159.2,0.93683
